gene_id	union_exon_bases	scored_exonic_bases	unique_exonic_bases	fraction_exonic_bases_scored	fraction_unique_mappability	mappability_status	overlapping_gene_count	overlapping_genes	unique_gene_model_status	uniform_gene_qc_status
LITCHI005274	1451	1451	1314	1.00000000	0.90558236	PASS	0		PASS	PASS
LITCHI005275	1962	1962	1962	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005276	1876	1876	1876	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005277	2516	2516	2516	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005278	1203	1203	1203	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005279	3595	3595	3595	1.00000000	1.00000000	PASS	1	LITCHI005280	FAIL	FAIL
LITCHI005280	4976	4976	4976	1.00000000	1.00000000	PASS	1	LITCHI005279	FAIL	FAIL
LITCHI005281	885	885	885	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005282	2412	2412	2412	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005283	5081	5081	5081	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005284	2395	2395	2395	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005285	3528	3528	3528	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005286	785	785	785	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005287	303	303	303	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005288	2691	2691	2488	1.00000000	0.92456336	PASS	0		PASS	PASS
LITCHI005289	783	783	409	1.00000000	0.52234994	FAIL	0		PASS	FAIL
LITCHI005290	735	735	274	1.00000000	0.37278912	FAIL	0		PASS	FAIL
LITCHI005291	1006	1006	676	1.00000000	0.67196819	FAIL	0		PASS	FAIL
LITCHI005292	771	771	262	1.00000000	0.33981842	FAIL	0		PASS	FAIL
LITCHI005293	1304	1304	691	1.00000000	0.52990798	FAIL	0		PASS	FAIL
LITCHI005294	2240	2240	2240	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005295	2163	2163	2163	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005296	4620	4620	4620	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005297	1533	1533	1533	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005298	4839	4839	4839	1.00000000	1.00000000	PASS	1	LITCHI005299	FAIL	FAIL
LITCHI005299	3260	3260	3260	1.00000000	1.00000000	PASS	1	LITCHI005298	FAIL	FAIL
LITCHI005300	2896	2896	2896	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005301	2369	2369	2369	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005302	1936	1936	1936	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005303	2817	2817	2575	1.00000000	0.91409301	PASS	0		PASS	PASS
LITCHI005304	1896	1896	1011	1.00000000	0.53322785	FAIL	0		PASS	FAIL
LITCHI005305	2381	2381	2381	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005306	531	531	531	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005307	2688	2688	2572	1.00000000	0.95684524	PASS	0		PASS	PASS
LITCHI005308	690	690	690	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005309	348	348	348	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005310	965	965	965	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005311	2055	2055	2055	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005312	2904	2904	2904	1.00000000	1.00000000	PASS	1	LITCHI005313	FAIL	FAIL
LITCHI005313	8582	8582	4696	1.00000000	0.54719180	FAIL	2	LITCHI005312;LITCHI005314	FAIL	FAIL
LITCHI005314	6589	6589	401	1.00000000	0.06085901	FAIL	2	LITCHI005313;LITCHI005315	FAIL	FAIL
LITCHI005315	303	303	0	1.00000000	0.00000000	FAIL	1	LITCHI005314	FAIL	FAIL
LITCHI005316	899	802	107	0.89210234	0.13341646	FAIL	1	LITCHI005317	FAIL	FAIL
LITCHI005317	1095	1095	40	1.00000000	0.03652968	FAIL	1	LITCHI005316	FAIL	FAIL
LITCHI005318	1796	1796	0	1.00000000	0.00000000	FAIL	0		PASS	FAIL
LITCHI005319	2021	2021	77	1.00000000	0.03809995	FAIL	1	LITCHI005320	FAIL	FAIL
LITCHI005320	6537	6537	614	1.00000000	0.09392688	FAIL	2	LITCHI005319;LITCHI005321	FAIL	FAIL
LITCHI005321	3976	3976	396	1.00000000	0.09959759	FAIL	1	LITCHI005320	FAIL	FAIL
LITCHI005322	1745	1745	257	1.00000000	0.14727794	FAIL	0		PASS	FAIL
LITCHI005323	6847	6847	572	1.00000000	0.08354024	FAIL	1	LITCHI005324	FAIL	FAIL
LITCHI005324	3898	3898	356	1.00000000	0.09132889	FAIL	1	LITCHI005323	FAIL	FAIL
LITCHI005325	1666	1666	246	1.00000000	0.14765906	FAIL	0		PASS	FAIL
LITCHI005326	2419	2419	1794	1.00000000	0.74162877	FAIL	0		PASS	FAIL
LITCHI005327	7033	7033	7033	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005328	4096	4096	4096	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005329	2130	2130	2130	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005330	2858	2858	2858	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005331	1574	1574	1574	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005332	1064	1064	1064	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005333	2576	2576	2576	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005334	3673	3673	3590	1.00000000	0.97740267	PASS	0		PASS	PASS
LITCHI005335	288	288	286	1.00000000	0.99305556	PASS	0		PASS	PASS
LITCHI005336	466	466	460	1.00000000	0.98712446	PASS	0		PASS	PASS
LITCHI005337	1946	1946	1946	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005338	10990	10990	10615	1.00000000	0.96587807	PASS	2	LITCHI005339;LITCHI005340	FAIL	FAIL
LITCHI005339	1972	1972	1718	1.00000000	0.87119675	PASS	1	LITCHI005338	FAIL	FAIL
LITCHI005340	1905	1905	1902	1.00000000	0.99842520	PASS	1	LITCHI005338	FAIL	FAIL
LITCHI005341	1078	1078	1078	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005342	1257	1257	1193	1.00000000	0.94908512	PASS	0		PASS	PASS
LITCHI005343	1822	1822	1822	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005344	2072	2072	2072	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005345	6472	6472	6454	1.00000000	0.99721879	PASS	0		PASS	PASS
LITCHI005346	1417	1417	1307	1.00000000	0.92237121	PASS	0		PASS	PASS
LITCHI005347	441	441	441	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005348	1527	1527	1527	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005349	705	705	705	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005350	1625	1625	1625	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005351	8682	8682	8682	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005352	1368	1368	1368	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005353	1187	1187	1187	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005354	1834	1834	1765	1.00000000	0.96237732	PASS	0		PASS	PASS
LITCHI005355	2987	2987	2987	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005356	621	621	621	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005357	1143	1143	1049	1.00000000	0.91776028	PASS	0		PASS	PASS
LITCHI005358	1266	1266	1140	1.00000000	0.90047393	PASS	0		PASS	PASS
LITCHI005359	3135	3135	3135	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005360	417	417	417	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005361	672	672	672	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005362	2279	2279	2279	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005363	1400	1400	1400	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005364	2967	2967	2967	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005365	2222	2222	2222	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005366	4333	4333	4333	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005367	710	710	710	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005368	2614	2614	2614	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005369	1906	1906	1906	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005370	2593	2593	2013	1.00000000	0.77632086	FAIL	0		PASS	FAIL
LITCHI005371	411	411	324	1.00000000	0.78832117	FAIL	0		PASS	FAIL
LITCHI005372	831	831	831	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005373	3465	3465	3465	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005374	4159	4159	4159	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005375	2189	2189	2189	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005376	3908	3908	3908	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005377	2014	2014	2014	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005378	2946	2946	2946	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005379	1662	1662	1628	1.00000000	0.97954272	PASS	0		PASS	PASS
LITCHI005380	878	878	862	1.00000000	0.98177677	PASS	0		PASS	PASS
LITCHI005381	1767	1767	194	1.00000000	0.10979061	FAIL	0		PASS	FAIL
LITCHI005382	3359	3359	730	1.00000000	0.21732659	FAIL	0		PASS	FAIL
LITCHI005383	4817	4817	701	1.00000000	0.14552626	FAIL	0		PASS	FAIL
LITCHI005384	1767	1767	194	1.00000000	0.10979061	FAIL	0		PASS	FAIL
LITCHI005385	3276	3276	655	1.00000000	0.19993895	FAIL	0		PASS	FAIL
LITCHI005386	4939	4939	1084	1.00000000	0.21947763	FAIL	0		PASS	FAIL
LITCHI005387	3480	3480	3480	1.00000000	1.00000000	PASS	1	LITCHI005388	FAIL	FAIL
LITCHI005388	1506	1506	1506	1.00000000	1.00000000	PASS	1	LITCHI005387	FAIL	FAIL
LITCHI005389	2399	2399	2399	1.00000000	1.00000000	PASS	1	LITCHI005390	FAIL	FAIL
LITCHI005390	3007	3007	3007	1.00000000	1.00000000	PASS	1	LITCHI005389	FAIL	FAIL
LITCHI005391	2214	2214	2214	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005392	2974	2974	2974	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005393	444	444	444	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005394	4614	4614	4614	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005395	1472	1472	1467	1.00000000	0.99660326	PASS	0		PASS	PASS
LITCHI005396	342	342	316	1.00000000	0.92397661	PASS	0		PASS	PASS
LITCHI005397	571	571	571	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005398	6404	6404	5875	1.00000000	0.91739538	PASS	0		PASS	PASS
LITCHI005399	11365	11365	10928	1.00000000	0.96154861	PASS	0		PASS	PASS
LITCHI005400	993	993	993	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005401	1175	1175	1175	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005402	1025	1025	1025	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005403	418	418	418	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005404	7337	7337	7337	1.00000000	1.00000000	PASS	1	LITCHI005405	FAIL	FAIL
LITCHI005405	564	564	564	1.00000000	1.00000000	PASS	1	LITCHI005404	FAIL	FAIL
LITCHI005406	2930	2930	2930	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005407	2965	2965	2965	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005408	3312	3312	3312	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005409	1462	1462	1439	1.00000000	0.98426813	PASS	0		PASS	PASS
LITCHI005410	1733	1733	1733	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005411	6147	6147	6138	1.00000000	0.99853587	PASS	0		PASS	PASS
LITCHI005412	435	435	435	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005413	3518	3518	3518	1.00000000	1.00000000	PASS	1	LITCHI005414	FAIL	FAIL
LITCHI005414	2953	2953	2953	1.00000000	1.00000000	PASS	1	LITCHI005413	FAIL	FAIL
LITCHI005415	2272	2272	2272	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005416	1369	1369	1369	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005417	638	638	638	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005418	273	273	273	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005419	4608	4608	4608	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005420	2879	2879	2826	1.00000000	0.98159083	PASS	0		PASS	PASS
LITCHI005421	1215	1215	1215	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005422	1429	1429	1429	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005423	4790	4790	4790	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005424	636	636	293	1.00000000	0.46069182	FAIL	0		PASS	FAIL
LITCHI005425	658	658	642	1.00000000	0.97568389	PASS	0		PASS	PASS
LITCHI005426	1869	1869	1627	1.00000000	0.87051899	PASS	0		PASS	PASS
LITCHI005427	720	720	541	1.00000000	0.75138889	FAIL	0		PASS	FAIL
LITCHI005428	207	207	207	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005429	3129	3129	3129	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005430	4330	4330	3391	1.00000000	0.78314088	FAIL	0		PASS	FAIL
LITCHI005431	2575	2575	2575	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005432	501	501	501	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005433	1533	1533	1533	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005434	5363	5363	5363	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005435	8524	8524	8524	1.00000000	1.00000000	PASS	2	LITCHI005436;LITCHI005437	FAIL	FAIL
LITCHI005436	651	651	651	1.00000000	1.00000000	PASS	1	LITCHI005435	FAIL	FAIL
LITCHI005437	518	518	518	1.00000000	1.00000000	PASS	1	LITCHI005435	FAIL	FAIL
LITCHI005438	3539	3539	3539	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005439	1200	1200	1178	1.00000000	0.98166667	PASS	0		PASS	PASS
LITCHI005440	186	186	186	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005441	438	438	416	1.00000000	0.94977169	PASS	0		PASS	PASS
LITCHI005442	5767	5767	5767	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005443	865	865	789	1.00000000	0.91213873	PASS	0		PASS	PASS
LITCHI005444	1511	1511	1501	1.00000000	0.99338187	PASS	0		PASS	PASS
LITCHI005445	2594	2594	2594	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005446	778	778	778	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005447	826	826	826	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005448	405	405	405	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005449	991	991	991	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005450	1025	1025	1025	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005451	183	183	183	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005452	637	637	637	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005453	820	820	820	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005454	367	367	367	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005455	2575	2575	2575	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005456	5771	5771	5771	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005457	2736	2736	2721	1.00000000	0.99451754	PASS	1	LITCHI005458	FAIL	FAIL
LITCHI005458	741	741	741	1.00000000	1.00000000	PASS	1	LITCHI005457	FAIL	FAIL
LITCHI005459	921	921	921	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005460	1025	1025	1025	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005461	2550	2550	2550	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005462	4792	4792	4792	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005463	969	969	969	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005464	1002	1002	1002	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005465	7489	7489	7489	1.00000000	1.00000000	PASS	1	LITCHI005466	FAIL	FAIL
LITCHI005466	6824	6824	6824	1.00000000	1.00000000	PASS	1	LITCHI005465	FAIL	FAIL
LITCHI005467	198	198	198	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005468	772	772	772	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005469	2105	2105	2105	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005470	2210	2210	2210	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005471	1675	1675	1675	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005472	2554	2554	2554	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005473	2701	2701	2701	1.00000000	1.00000000	PASS	1	LITCHI005474	FAIL	FAIL
LITCHI005474	12889	12889	12889	1.00000000	1.00000000	PASS	2	LITCHI005473;LITCHI005475	FAIL	FAIL
LITCHI005475	5853	5853	5853	1.00000000	1.00000000	PASS	1	LITCHI005474	FAIL	FAIL
LITCHI005476	3839	3839	3839	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005477	2438	2438	2438	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005478	2208	2111	2111	0.95606884	1.00000000	PASS	0		PASS	PASS
LITCHI005479	5390	5390	5390	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005480	8975	8975	8255	1.00000000	0.91977716	PASS	0		PASS	PASS
LITCHI005481	3611	3611	3611	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005482	585	585	580	1.00000000	0.99145299	PASS	0		PASS	PASS
LITCHI005483	2975	2975	2975	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005484	1135	1135	1135	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005485	1232	1232	1232	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005486	2071	2071	2071	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005487	3125	3125	3125	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005488	3190	3190	3190	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005489	1989	1989	1989	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005490	9609	9609	9609	1.00000000	1.00000000	PASS	1	LITCHI005491	FAIL	FAIL
LITCHI005491	5375	5375	5375	1.00000000	1.00000000	PASS	1	LITCHI005490	FAIL	FAIL
LITCHI005492	2830	2830	2830	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005493	1840	1840	1840	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005494	2658	2658	2658	1.00000000	1.00000000	PASS	1	LITCHI005495	FAIL	FAIL
LITCHI005495	393	393	393	1.00000000	1.00000000	PASS	1	LITCHI005494	FAIL	FAIL
LITCHI005496	1008	1008	1008	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005497	246	246	246	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005498	896	896	896	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005499	1176	1176	1176	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005500	593	593	593	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005501	4987	4987	4987	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005502	2805	2805	2805	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005503	1145	1145	1145	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005504	1497	1497	1497	1.00000000	1.00000000	PASS	1	LITCHI005505	FAIL	FAIL
LITCHI005505	3887	3887	3887	1.00000000	1.00000000	PASS	2	LITCHI005504;LITCHI005506	FAIL	FAIL
LITCHI005506	1440	1440	1440	1.00000000	1.00000000	PASS	1	LITCHI005505	FAIL	FAIL
LITCHI005507	9621	9621	9621	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005508	1368	1368	1368	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005509	989	989	989	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005510	393	393	393	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005511	1471	1471	1471	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005512	3619	3619	3619	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005513	1153	1153	1153	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005514	1968	1968	1968	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005515	1416	1416	1416	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005516	1413	1413	1413	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005517	447	447	447	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005518	4337	4337	4337	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005519	3175	3175	2917	1.00000000	0.91874016	PASS	0		PASS	PASS
LITCHI005520	411	411	411	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005521	1930	1930	1930	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005522	2659	2659	2659	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005523	4163	4163	4163	1.00000000	1.00000000	PASS	1	LITCHI005524	FAIL	FAIL
LITCHI005524	6304	6304	6304	1.00000000	1.00000000	PASS	1	LITCHI005523	FAIL	FAIL
LITCHI005525	204	204	204	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005526	8592	8592	8592	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005527	2057	2057	2057	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005528	5638	5638	5638	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005529	3845	3845	3845	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005530	1719	1719	1719	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005531	1984	1984	1984	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005532	3390	3390	3390	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005533	4686	4686	4632	1.00000000	0.98847631	PASS	0		PASS	PASS
LITCHI005534	771	771	771	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005535	3596	3596	3596	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005536	1275	1275	1275	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005537	2286	2286	2286	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005538	1263	1263	1263	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005539	348	348	348	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005540	4201	4201	4201	1.00000000	1.00000000	PASS	1	LITCHI005541	FAIL	FAIL
LITCHI005541	1788	1788	1788	1.00000000	1.00000000	PASS	1	LITCHI005540	FAIL	FAIL
LITCHI005542	2133	2133	2133	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005543	966	966	966	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005544	1314	1314	1314	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005545	1503	1503	1503	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005546	707	707	707	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005547	2374	2374	2374	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005548	2636	2636	2592	1.00000000	0.98330804	PASS	0		PASS	PASS
LITCHI005549	2338	2338	2338	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005550	2808	2808	2808	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005551	3566	3566	3566	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005552	327	327	327	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005553	2698	2698	2698	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005554	2279	2279	1508	1.00000000	0.66169373	FAIL	0		PASS	FAIL
LITCHI005555	1340	1340	1340	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005556	1478	1478	1478	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005557	3185	3185	3185	1.00000000	1.00000000	PASS	1	LITCHI005558	FAIL	FAIL
LITCHI005558	2797	2797	2797	1.00000000	1.00000000	PASS	1	LITCHI005557	FAIL	FAIL
LITCHI005559	3933	3933	3933	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005560	1400	1400	1400	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005561	2856	2856	2856	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005562	1876	1876	1876	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005563	3125	3125	3125	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005564	1553	1553	1553	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005565	3422	3422	3422	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005566	968	968	968	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005567	3147	3147	3147	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005568	720	720	720	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005569	3406	3406	3406	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005570	1182	1182	1182	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005571	2671	2671	2671	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005572	255	255	255	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005573	6525	6525	5862	1.00000000	0.89839080	PASS	0		PASS	PASS
LITCHI005574	1207	1207	1106	1.00000000	0.91632146	PASS	0		PASS	PASS
LITCHI005575	337	337	334	1.00000000	0.99109792	PASS	0		PASS	PASS
LITCHI005576	3684	3684	3684	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005577	1569	1569	1569	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005578	1961	1961	1961	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005579	195	195	195	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005580	2763	2763	2763	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005581	4926	4926	3904	1.00000000	0.79252944	FAIL	0		PASS	FAIL
LITCHI005582	1785	1785	566	1.00000000	0.31708683	FAIL	0		PASS	FAIL
LITCHI005583	207	207	201	1.00000000	0.97101449	PASS	0		PASS	PASS
LITCHI005584	258	258	258	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005585	1209	1209	1209	1.00000000	1.00000000	PASS	0		PASS	PASS
LITCHI005586	2775	2775	1212	1.00000000	0.43675676	FAIL	0		PASS	FAIL
LITCHI005587	384	384	331	1.00000000	0.86197917	PASS	0		PASS	PASS
